,번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보(x),좌표정보(y),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,lat,lon
86412,86414,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600034,2016-03-02,,1,영업/정상,01,영업,,,,,0328116671,,,인천광역시 남동구 고잔동   710번지 3호 남동공단 139B-4L,"인천광역시 남동구 남동대로 37 (고잔동,남동공단 139B-4L)",405-821,말표산업(주),2016-03-02 18:10:13,I,2019-03-23 02:20:03,,172147.948010064,432127.949767529,,,,,,,,,,,126.686013391102,37.3919754174223
86415,86417,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600038,2016-03-10,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동 653번지 4호  a동 3호,"인천광역시 남동구 호구포로120번길 41, a동 3호 (고잔동)",21687,광화금속(주),2021-05-28 11:02:44,U,2021-05-30 02:40:00,,173942.899866133,432475.804263723,,,,,,,,,,,126.706315422336,37.3949110237869
86418,86420,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400241,2016-04-19,,1,영업/정상,01,영업,,,,,0328151801,,,인천광역시 남동구 고잔동 701-11,"인천광역시 남동구 남동서로23번길 122, 124B-16L (고잔동)",21699,(주)삼부산업,2023-06-13 17:49:31,U,2023-06-15 02:40:00,,171253.314963248,432829.390977087,대기배출업소관리,도금업,5종,,0.0,0.0,0.0,0.0,3378600833.0,,126.676142610718,37.3971136137295
86419,86421,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199800013,2016-08-19,,1,영업/정상,01,영업,,,,,0328211848,,,인천광역시 남동구 논현동  311-438 44B-10L,,,진명실업,2016-08-19 20:18:48,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86420,86422,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600105,2016-09-05,,1,영업/정상,01,영업,,,,,0328144041,,,인천광역시 남동구 고잔동 701-3,인천광역시 남동구 능허대로559번길 75 (고잔동),21699,태광플레이팅,2023-06-27 17:57:57,U,2023-06-29 02:40:00,,171388.29375469,432928.449521801,대기배출업소관리,도금업,4종,금속제품,0.0,0.0,0.0,0.0,1216953515.0,,126.677663045643,37.3980103166688
86421,86423,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600106,2016-09-05,,1,영업/정상,01,영업,,,,,0328118888,,,인천광역시 남동구 고잔동 663-12 96B-13L,"인천광역시 남동구 남동동로154번길 29, 96B-13L (고잔동)",21691,동양다이케스팅,2023-05-03 16:17:09,U,2023-05-26 08:48:36,,173478.599769115,432907.583248506,대기배출업소관리,알루미늄주물 주조업,5종,.,0.0,0.0,0.0,0.0,1318155486.0,,,
86422,86424,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600107,2016-09-05,,1,영업/정상,01,영업,,,,,0328162394,,,인천광역시 남동구 고잔동 645-11 76B-12L,"인천광역시 남동구 남동동로 172, 76B-12L (고잔동)",21644,예림산업(주),2023-05-16 11:24:14,U,2023-05-26 08:48:36,,173478.71435147,433114.046696381,대기배출업소관리,목재가구 제조업,5종,,0.0,0.0,0.0,0.0,1313578712.0,,,
86424,86426,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600109,2016-09-12,,1,영업/정상,01,영업,,,,,0328181004,,,인천광역시 남동구 고잔동  687-14번지 116블럭 7로트,,,(주)코스모코스,2016-09-12 10:49:00,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86429,86431,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600115,2016-09-21,,1,영업/정상,01,영업,,,,,0328182704,,,인천광역시 남동구 고잔동 695번지 1호,인천광역시 남동구 능허대로625번길 80-10 (고잔동),21700,성우산업,2019-11-06 17:55:22,U,2019-11-08 02:40:00,,172007.932308909,432476.06480631,,,,,,,,,,,126.684399962937,37.3942755681086
86432,86434,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600119,2016-10-04,,1,영업/정상,01,영업,,,,,0328117515,,,인천광역시 남동구 고잔동   701번지 8호 124B-13L,"인천광역시 남동구 능허대로559번길 49 (고잔동,124B-13L)",,(주)이피,2022-12-22 13:44:19,U,2022-12-24 02:40:00,,171339.161571218,432813.325206248,대기배출업소관리,도금업,5종,도금,0.0,0.0,0.0,0.0,7828801021.0,,126.67779324588,37.3988578986351
86433,86435,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600120,2017-01-26,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동 671번지 8호 90B-9L,인천광역시 남동구 남동대로 158 (고잔동),405-819,(주)호우지츠코리아,2018-05-24 15:17:51,I,2019-03-23 02:20:03,,172887.608166264,433098.443486148,,,,,,,,,,,126.695996371096,37.4010264660182
86434,86436,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201600121,2016-10-07,,1,영업/정상,01,영업,,,,,0326667581,,,인천광역시 남동구 고잔동 671-8 (주)대한특수금속,"인천광역시 남동구 남동대로 158, 90B-9L (고잔동)",21690,(주)마그트론,2024-01-11 20:01:32,U,2024-01-13 02:40:00,,172887.608166264,433098.443486148,대기배출업소관리,도금업,5종,전자부품,0.0,0.0,0.0,0.0,1138135968.0,,126.695996371096,37.4010264660182
86437,86439,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200000058,2014-08-25,,1,영업/정상,01,영업,,,,,0328219111,,,인천광역시 남동구 논현동  430번지 17블럭 1로트,,,영화염업(주),2014-08-25 16:17:05,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86448,86450,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000030,2014-01-08,,1,영업/정상,01,영업,,,,,0328193030,,,인천광역시 남동구 남촌동   628번지 5호 41B-6L,"인천광역시 남동구 함박뫼로377번길 24-33 (남촌동,41B-6L)",405-100,(주)에스티엠,2021-11-24 10:18:00,U,2021-11-26 02:40:00,,174037.296717395,434525.589332531,,,,,,,,,,,126.706566439865,37.4134256674174
86450,86452,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000034,2010-05-19,,1,영업/정상,01,영업,,,,,0328143406,,,인천광역시 남동구 고잔동   727번지 4호,인천광역시 남동구 앵고개로556번길 116 (고잔동),405-822,국민전자,2010-05-19 18:02:07,I,2019-03-23 02:20:03,,173061.963914076,431904.689163661,,,,,,,,,,,126.69631555191,37.3901631628031
86452,86454,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000038,2011-12-13,,1,영업/정상,01,영업,,,,,0328145769,,,인천광역시 남동구 논현동   435번지 5호 45B-7L,인천광역시 남동구 함박뫼로 386 (논현동),405-848,대한연마,2021-01-04 09:00:42,U,2021-01-06 02:40:00,,173886.418380023,434389.677144003,,,,,,,,,,,126.705237090852,37.4117083571847
86453,86455,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000040,2015-07-31,,1,영업/정상,01,영업,,,,,0328188333,,,인천광역시 남동구 고잔동   688번지 15호 118B-5L,"인천광역시 남동구 능허대로595번길 158 (고잔동,118B-5L)",405-820,(주)유한프로텍,2020-07-13 10:36:11,U,2020-07-15 02:40:00,,171948.185006256,433012.090506078,,,,,,,,,,,126.684006048614,37.3992015543503
86454,86456,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000041,2010-06-04,,1,영업/정상,01,영업,,,,,0326829830,,,인천광역시 남동구 고잔동   640-8번지 71B-9L,"인천광역시 남동구 청능대로339번길 47 (고잔동,71B-9L)",405-817,라미화장품,2010-06-04 13:21:54,I,2019-03-23 02:20:03,,173242.105,433477.285,,,,,,,,,,,,
86456,86458,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200800037,2015-06-18,,1,영업/정상,01,영업,,,,,0328164956,,,인천광역시 남동구 논현동   453번지 13호 (23B-13L),"인천광역시 남동구 승기천로 246 (논현동,(23B-13L))",405-849,예주금속,2021-10-27 17:56:57,U,2021-10-29 02:40:00,,172635.944675117,434509.266386623,,,,,,,,,,,126.692454256647,37.4132872637661
86600,86602,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200300013,2012-08-16,,1,영업/정상,01,영업,,,,,0328140791,,,인천광역시 남동구 논현동   434번지 10호 (44B-10L),"인천광역시 남동구 남동대로 284 (논현동,(44B-10L))",,삼정산업,2024-04-15 17:35:27,U,2024-04-17 02:40:00,,173553.848296314,434210.42922394,대기배출업소관리,도금업,5종,금속제품,0.0,0.0,0.0,0.0,,,126.703970606928,37.4122294041997
86602,86604,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199700030,1997-07-30,,1,영업/정상,01,영업,,,,,0328150909,,,인천광역시 남동구 남촌동  628-2번지 41블럭 3로트,,,삼정정밀공업사,2006-01-05 14:56:40,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86603,86605,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100037,2016-06-20,,1,영업/정상,01,영업,,,,,0328149141,,,인천광역시 남동구 고잔동  718-7(143B-8L),,,(주)미래코리아 인천제1공장,2016-06-20 18:00:22,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.69427397769,37.3918646131245
86604,86606,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100038,2001-04-24,,1,영업/정상,01,영업,,,,,0328126655,,,인천광역시 남동구 논현동  430-9(17B-7L),,,(주)동성인테리어,2006-01-05 14:56:41,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.696902026988,37.4131698147653
86606,86608,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199800022,2007-07-19,,1,영업/정상,01,영업,,,,,0328157679,,,인천광역시 남동구 고잔동  643-3번지 73블럭 4로트,,,삼효금속공업(주),2024-04-29 08:12:47,U,2024-05-01 02:40:00,,,,대기배출업소관리,"탭, 밸브 및 유사장치 제조업",4종,밸브,0.0,0.0,0.0,0.0,,,,
86607,86609,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400188,2010-11-09,,1,영업/정상,01,영업,,,,,0328168161,,,인천광역시 남동구 고잔동  701-9,,,(주)금강엠티,2010-11-15 14:51:15,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.676938718219,37.3967375440962
86608,86610,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200500027,2008-06-03,,1,영업/정상,01,영업,,,,,0328150163,,,인천광역시 남동구 고잔동  652-9(104B-10L),,,두성금속,2008-06-04 09:13:38,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.706901777771,37.3950806988886
86609,86611,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200500028,2008-02-11,,1,영업/정상,01,영업,,,,,0328196658,,,인천광역시 남동구 남촌동  627-6(39B-7L),,,청우전자,2008-02-15 10:10:59,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.708007841424,37.4138504612101
86610,86612,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200500004,2009-03-18,,1,영업/정상,01,영업,,,,,0328120796,,,인천광역시 남동구 고잔동  692-2(122B-3L),,,폴리켐,2009-03-27 09:00:43,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.686781539686,37.3963669475191
86611,86613,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199700064,2008-07-01,,1,영업/정상,01,영업,,,,,0328162707,,,인천광역시 남동구 고잔동  724-6(154B-7L),,,신한금속열처리,2022-04-17 15:12:41,U,2022-04-19 02:40:00,,,,,,,,,,,,,,126.698801120206,37.3903894587514
86612,86614,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400174,2015-04-01,,1,영업/정상,01,영업,,,,,0328115367,,,인천광역시 남동구 고잔동 701-8 124B-13L,"인천광역시 남동구 능허대로559번길 49, 124B-13L(고잔동)",21699,티티아이피(주),2022-11-22 17:24:35,U,2022-11-25 02:40:00,,171339.161571218,432813.325206248,대기배출업소관리,도금업,5종,.,0.0,0.0,0.0,0.0,1318181422.0,,,
86613,86615,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400175,2009-07-24,,1,영업/정상,01,영업,,,,,0328187588,,,인천광역시 남동구 고잔동  701-13(124B-18L),,,에스티솔루션,2022-02-28 14:14:27,U,2022-03-02 02:40:00,,,,,,,,,,,,,,126.675916786302,37.3974967385764
86614,86616,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200500007,2009-10-17,,1,영업/정상,01,영업,,,,,0328140260,,,인천광역시 남동구 고잔동   738번지 10호 (161B-10L),"인천광역시 남동구 호구포로74번길 23 (고잔동,(161B-10L))",,영림산업(주)제2공장,2010-09-04 15:03:39,I,2019-03-23 02:20:03,,173667.598571866,432166.37250762,,,,,,,,,,,126.702743436903,37.3915583258289
86615,86617,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400176,2004-04-16,,1,영업/정상,01,영업,,,,,0328117507,,,인천광역시 남동구 고잔동  701-7(124B-12L),,,기성금속,2006-01-05 14:54:49,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.677206424201,37.3972255457797
86618,86620,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200300152,2015-07-31,,1,영업/정상,01,영업,,,,,0328169161,,,인천광역시 남동구 고잔동  699-6(126B-7L),,,(주)천인기공,2015-07-31 15:36:53,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.680389125984,37.3951823024253
86620,86622,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400060,2004-09-01,,1,영업/정상,01,영업,,,,,0328137453,,,인천광역시 남동구 고잔동  716-12,,,한진금속열처리,2021-02-16 18:53:51,U,2021-02-18 02:40:00,,,,,,,,,,,,,,126.692562620345,37.3919643340069
86622,86624,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400051,2009-11-20,,1,영업/정상,01,영업,,,,,0328196860,,,인천광역시 남동구 고잔동  717-6,,,신성코텍,2009-11-20 18:14:17,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.691992310234,37.3901500891164
86623,86625,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400053,2004-08-20,,1,영업/정상,01,영업,,,,,0328146562,,,인천광역시 남동구 논현동 453-13 (주)일류 1동,"인천광역시 남동구 승기천로 246, (주)일류 1동 (논현동)",21634,세진정밀,2020-10-05 13:57:34,U,2020-10-07 02:40:00,,172635.944675117,434509.266386623,,,,,,,,,,,126.691694625383,37.412291194324
86624,86626,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200300148,2012-09-27,,1,영업/정상,01,영업,,,,,0328117563,,,인천광역시 남동구 고잔동 701번지 11호 124B-16L,인천광역시 남동구 남동서로23번길 122 (고잔동),405-820,(주)인창테크,2021-08-31 13:39:12,U,2021-09-02 02:40:00,,171253.314963248,432829.390977087,,,,,,,,,,,126.67779324588,37.3988578986351
86625,86627,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400040,2004-07-27,,1,영업/정상,01,영업,,,,,0328113821,,,인천광역시 남동구 고잔동   691번지 10호,인천광역시 남동구 능허대로625번길 140-15 (고잔동),405-820,(주)세기브라콤,2007-01-17 14:24:07,I,2019-03-23 02:20:03,,172223.710058779,432782.50492136,,,,,,,,,,,126.686902908049,37.397732762174
86628,86630,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200300141,2013-10-08,,1,영업/정상,01,영업,,,,,0328135314,,,인천광역시 남동구 고잔동  701-18(124B-5L),,,청운산업,2013-10-08 18:16:59,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.676818904169,37.3981294697073
86629,86631,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200400044,2016-10-04,,1,영업/정상,01,영업,,,,,0328186651,,,인천광역시 남동구 고잔동  701-20번지 124블럭 21로트,인천광역시 남동구 남동서로23번길 122-1 (고잔동),405-820,삼풍금속,2022-01-11 15:59:03,U,2022-01-13 02:40:00,,171268.781549201,432855.20699292,,,,,,,,,,,,
86633,86635,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100077,2001-11-17,,1,영업/정상,01,영업,,,,,0328172341,,,인천광역시 남동구 고잔동  657,,,(주)진성합판,2006-01-05 14:56:34,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.707807926115,37.3912437881389
86634,86636,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001198300001,2014-10-21,,1,영업/정상,01,영업,,,,,0328126061,,,인천광역시 남동구 고잔동  710-5번지 139블럭 6로트,,,신영산업사,2014-10-21 16:48:35,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86635,86637,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199700033,1997-04-12,,1,영업/정상,01,영업,,,,,0328127400,,,인천광역시 남동구 고잔동  734-2번지 168블럭 15로트,,,송창(주),2006-01-05 14:56:35,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86636,86638,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100065,2001-10-26,,1,영업/정상,01,영업,,,,,0328228405,,,인천광역시 남동구 고잔동  654-10(109B-11L),,,(주)다이스웰,2007-01-19 13:55:52,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.710719385401,37.3932394964792
86637,86639,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100066,2014-10-27,,1,영업/정상,01,영업,,,,,0328150034,,,인천광역시 남동구 논현동  432-8번지 19블럭 11로트,,,신광금속,2014-10-27 10:43:43,I,2019-03-23 02:20:03,,,,,,,,,,,,,,,
86640,86642,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100069,2013-02-20,,1,영업/정상,01,영업,,,,,0328199470,,,인천광역시 남동구 논현동  432-8번지 19블럭 11로트,,,신성금속,2023-10-26 19:28:37,U,2023-10-28 02:40:00,,,,대기배출업소관리,도금업,5종,.,0.0,0.0,0.0,0.0,,,,
86641,86643,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200100071,2001-11-06,,1,영업/정상,01,영업,,,,,0328151879,,,인천광역시 남동구 고잔동 691-9,"인천광역시 남동구 능허대로625번길 140-25, 121B-10L (고잔동)",21697,경인다이아몬드,2023-09-04 19:43:28,U,2023-09-06 02:40:00,,172254.109843293,432764.415042234,대기배출업소관리,도금업,5종,,0.0,0.0,0.0,0.0,1391265769.0,,126.687447275517,37.3965587338793
86642,86644,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000073,2010-10-26,,1,영업/정상,01,영업,,,,,0328194547,,,인천광역시 남동구 고잔동   646번지 18호 75B-19L,"인천광역시 남동구 남동동로 206 (고잔동,75B-19L)",,엠디엠에스,2010-10-26 11:19:42,I,2019-03-23 02:20:03,,173617.89523413,433398.755064578,,,,,,,,,,,126.703080570349,37.4026534154116
86643,86645,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000074,2013-08-27,,1,영업/정상,01,영업,,,,,023109925,,,인천광역시 남동구 고잔동   679번지 82B-1L,"인천광역시 남동구 남동서로143번길 23 (고잔동,82B-1L)",,(주)네이처인트로,2021-03-02 09:39:30,U,2021-03-04 02:40:00,,172264.643132961,433576.712257181,,,,,,,,,,,,
86644,86646,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200200151,2010-11-15,,1,영업/정상,01,영업,,,,,0328144015,,,인천광역시 남동구 논현동  435-2(45B-3L),,,하이몰드(주),2010-11-15 14:48:33,I,2019-03-23 02:20:03,,,,,,,,,,,,,,126.704835623596,37.4111665654787
86648,86650,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001199400041,2014-04-14,,1,영업/정상,01,영업,,,,,0328158011,,,인천광역시 남동구 고잔동  628번지 12호,인천광역시 남동구 남동대로215번길 103 (고잔동),405-310,(주)이오에스,2023-01-13 17:52:41,U,2023-01-15 02:40:00,,172646.601098093,433853.183982682,대기배출업소관리,인쇄회로기판 제조업,4종,인쇄회로판,0.0,0.0,0.0,0.0,1318183605.0,,126.69154457483,37.4065164583761
86649,86651,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200900063,2009-09-21,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   717번지 1호,인천광역시 남동구 남동동로 47 (고잔동),,(주)화승에스피,2009-09-21 16:49:42,I,2019-03-23 02:20:03,,172759.901881943,432098.261678393,,,,,,,,,,,126.693133588353,37.3916292863928
86650,86652,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200900082,2016-02-23,,1,영업/정상,01,영업,,,,,0328153388,,,인천광역시 남동구 논현동   434번지 16호 44B-15L,"인천광역시 남동구 은봉로105번길 51 (논현동,44B-15L)",,(주)한라캐스트 2공장,2022-08-26 09:22:36,U,2022-08-28 02:40:00,,173702.09906697,434342.415784019,,,,,,,,,,,126.703970606928,37.4122294041997
86651,86653,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001201000009,2011-09-30,,1,영업/정상,01,영업,,,,,0328187661,,,"인천광역시 남동구 고잔동 667번지 에스엠씨테크,95B-1L","인천광역시 남동구 청능대로340번길 91, 에스엠씨테크,95B-1L(고잔동)",21690,(주)에스엠씨테크,2022-12-19 17:31:23,U,2023-05-26 08:48:36,,172921.831559597,432815.46029185,대기배출업소관리,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",4종,도장 및 기타피막,0.0,0.0,0.0,0.0,,,126.694986019945,37.3970383903315
86655,86657,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200800055,2016-06-22,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   643번지 12호 73B-13L,인천광역시 남동구 남동동로183번길 40 (고잔동),405-310,(주)세화씨엔씨,2022-04-25 17:59:48,U,2022-04-27 02:40:00,,173315.460179993,433368.95660497,,,,,,,,,,,126.699276274979,37.4029471735792
86656,86658,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600017,2006-12-07,,1,영업/정상,01,영업,,,,,0328139051,,,인천광역시 남동구 고잔동   642번지 17호 72B-18L,"인천광역시 남동구 청능대로339번길 74 (고잔동,72B-18L)",,유명금속,2009-02-18 09:15:39,I,2019-03-23 02:20:03,,173362.431777636,433570.299328678,,,,,,,,,,,126.700124712685,37.4041070459423
86657,86659,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600028,2013-03-19,,1,영업/정상,01,영업,,,,,0328120290,,,인천광역시 남동구 고잔동  713-9번지 147블럭 1로트,인천광역시 남동구 남동대로36번길 78 (고잔동),405-310,(주)기성,2022-08-16 18:58:18,U,2022-08-18 02:40:00,,172544.381088001,431835.438475649,,,,,,,,,,,,
86659,86661,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600034,2014-04-03,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   650번지 2호 102B 3L,"인천광역시 남동구 청능대로448번길 20 (고잔동,102B 3L)",,황진금속,2023-09-04 17:39:55,U,2023-09-06 02:40:00,,174070.271802854,432930.144708846,대기배출업소관리,도금업,5종,.,0.0,0.0,0.0,0.0,,,126.707642380363,37.3985118999132
86661,86663,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200700081,2007-03-20,,1,영업/정상,01,영업,,,,,0328216500,,,인천광역시 남동구 고잔동   682번지 14호,인천광역시 남동구 앵고개로 391 (고잔동),405-819,남동엔시산업,2024-02-25 11:11:32,U,2024-02-27 02:40:00,,172017.879984613,433288.799947568,대기배출업소관리,표면가공목재 및 특정 목적용 제재목 제조업,5종,가구제품,0.0,0.0,0.0,0.0,1390255127.0,,126.683575386214,37.4024592032674
86662,86664,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200700004,2016-10-17,,1,영업/정상,01,영업,,,,,0328160298,,,인천광역시 남동구 논현동   432번지 14호 19B-3L,인천광역시 남동구 함박뫼로318번길 43 (논현동),405-848,삼덕금속(주),2022-02-23 15:25:29,U,2022-02-25 02:40:00,,173225.482351868,434573.429921931,,,,,,,,,,,126.698449928393,37.4133030687847
86663,86665,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200700007,2011-11-22,,1,영업/정상,01,영업,,,,,0328143104,,,인천광역시 남동구 고잔동   727번지 3호 156B-4L,"인천광역시 남동구 앵고개로556번길 106 (고잔동,156B-4L)",405-822,협동대형열처리(주),2022-01-10 16:36:01,U,2022-01-12 02:40:00,,173089.055059262,431957.17681368,,,,,,,,,,,126.69631555191,37.3901631628031
86664,86666,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200700010,2008-09-17,,1,영업/정상,01,영업,,,,,0328193101,,,"인천광역시 남동구 논현동   446번지 2호 25B-2,3L","인천광역시 남동구 은봉로 44 (논현동,25B-2,3L)",405-849,(주)나라삼양감속기,2023-12-20 09:41:10,U,2023-12-23 02:40:00,,173050.260721585,434334.855379043,대기배출업소관리,기어 및 동력전달장치 제조업,2종,감속기,0.0,0.0,0.0,0.0,1398100632.0,,126.695408316731,37.4115944235438
86665,86667,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200500105,2014-11-17,,1,영업/정상,01,영업,,,,,0328227211,,,인천광역시 남동구 고잔동   666번지 4호 100B 5L,"인천광역시 남동구 남동동로124번길 38 (고잔동,100B 5L)",405-818,하이텍전자(주),2020-08-05 14:28:42,U,2020-08-07 02:40:00,,173322.988761608,432587.951972138,,,,,,,,,,,126.697887757246,37.3957715291254
86666,86668,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600067,2009-03-03,,1,영업/정상,01,영업,,,,,0328220100,,,인천광역시 남동구 고잔동   734번지 168B 13L,"인천광역시 남동구 호구포로14번길 116 (고잔동,168B 13L)",405-822,㈜일광메탈포밍,2018-02-27 19:20:26,I,2019-03-23 02:20:03,,173434.31890728,431754.362287888,,,,,,,,,,,,
86668,86670,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600077,2006-04-19,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   646번지 75B 1L,"인천광역시 남동구 남동동로 210 (고잔동,75B 1L)",405-817,일신공업사,2007-02-20 11:43:17,I,2019-03-23 02:20:03,,173640.556630478,433436.357438957,,,,,,,,,,,,
86669,86671,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600083,2007-04-20,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   640번지 17호 71B 18L,"인천광역시 남동구 남동대로 222 (고잔동,71B 18L)",405-817,정일산업,2007-04-23 09:28:46,I,2019-03-23 02:20:03,,173227.704668666,433641.409991892,,,,,,,,,,,126.698498848656,37.4048453495736
86671,86673,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600091,2013-10-17,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 고잔동   641번지 6호 55B 7L,"인천광역시 남동구 은청로 55 (고잔동,55B 7L)",405-817,(주)테크메탈,2022-05-13 14:34:48,U,2022-05-15 02:40:00,,173425.712560565,433646.839691254,,,,,,,,,,,126.698705407905,37.4053860360063
86672,86674,대기오염물질배출시설설치사업장,09_30_08_P,6280000,628000001200600093,2006-05-24,,1,영업/정상,01,영업,,,,,,,,인천광역시 남동구 논현동   429번지 9호 21B 11L,"인천광역시 남동구 은봉로 59 (논현동,21B 11L)",,세동전자산업,2007-02-20 11:31:43,I,2019-03-23 02:20:03,,173232.336809234,434368.561244899,,,,,,,,,,,126.696316973314,37.412732401838
